generator,test_idx,speed,r_leg,l_leg,mse,dtw,fft
fft_mlp_review,919,1.1484881627077312,0.7751489281654358,0.7883797287940979,0.02819361735440275,0.298408582907421,0.7174737562685296
fft_mlp,919,1.1484881627077312,0.7751489281654358,0.7883797287940979,0.010162519205596467,0.10061231099413534,0.2513752494537276
fft_mlp_old,919,1.1484881627077312,0.7751489281654358,0.7883797287940979,0.007104875578920843,0.07466811317578284,0.20710285708391155
raw_mocap,919,1.1484881627077312,0.7751489281654358,0.7883797287940979,0.016859544191442335,0.14453004553099832,0.5377790602443159
cubic_spline,919,1.1484881627077312,0.7751489281654358,0.7883797287940979,0.008437116916785626,0.11466071450598253,0.40273483840443186
cpg_matsuoka,919,1.1484881627077312,0.7751489281654358,0.7883797287940979,0.0857842827474997,0.6966469386736216,2.421551521099252
fft_mlp_review,349,1.091368199442769,0.8192465901374817,0.8261839747428894,0.04775799233167621,0.3223428079651144,0.7759174260180641
fft_mlp,349,1.091368199442769,0.8192465901374817,0.8261839747428894,0.051714632976364104,0.16982699687102484,0.31920823964090994
fft_mlp_old,349,1.091368199442769,0.8192465901374817,0.8261839747428894,0.04612331626449647,0.15298606060543343,0.2548042827982943
raw_mocap,349,1.091368199442769,0.8192465901374817,0.8261839747428894,0.032301754865603924,0.18787801543373503,0.44366554327711727
cubic_spline,349,1.091368199442769,0.8192465901374817,0.8261839747428894,0.030010976926151234,0.17106234780738278,0.4204342920453848
cpg_matsuoka,349,1.091368199442769,0.8192465901374817,0.8261839747428894,0.08084268486853845,0.675188888689884,2.3809427080273573
fft_mlp_review,1094,1.442145676210702,0.8546096086502075,0.8743579983711243,0.024895190478186464,0.28532376891816474,0.7000813892199518
fft_mlp,1094,1.442145676210702,0.8546096086502075,0.8743579983711243,0.007982747696517668,0.09217332414139204,0.21322719256849498
fft_mlp_old,1094,1.442145676210702,0.8546096086502075,0.8743579983711243,0.009649943034578256,0.0800747407928163,0.10646247452635534
raw_mocap,1094,1.442145676210702,0.8546096086502075,0.8743579983711243,0.010701310153572343,0.11291962817042082,0.2262103222557399
cubic_spline,1094,1.442145676210702,0.8546096086502075,0.8743579983711243,0.004233381043772181,0.09845564503335091,0.2782030325101392
cpg_matsuoka,1094,1.442145676210702,0.8546096086502075,0.8743579983711243,0.08356900931022304,0.6889230276092181,2.4656877210626997
fft_mlp_review,65,0.26068635496121007,0.8289229869842529,0.8483185768127441,0.03491816037487356,0.4100011232100824,0.9900311069049007
fft_mlp,65,0.26068635496121007,0.8289229869842529,0.8483185768127441,0.0484809494032925,0.3094299364231694,0.6375353989171612
fft_mlp_old,65,0.26068635496121007,0.8289229869842529,0.8483185768127441,0.046478752030446206,0.2612913599493273,0.8189003619393063
raw_mocap,65,0.26068635496121007,0.8289229869842529,0.8483185768127441,0.051647822583273106,0.42441940035820314,0.7587152705817127
cubic_spline,65,0.26068635496121007,0.8289229869842529,0.8483185768127441,0.05517938180916227,0.4458577421685386,0.8489001086935458
cpg_matsuoka,65,0.26068635496121007,0.8289229869842529,0.8483185768127441,0.02551134536466343,0.3781545181807914,1.275790461993247
